time,open,high,low,close
2023-01-01 14:15:00,1.10619,1.10686,1.10577,1.10644
2023-01-01 14:30:00,1.10644,1.10737,1.10596,1.10689
2023-01-01 14:45:00,1.10689,1.10734,1.10644,1.10689
2023-01-01 15:00:00,1.10689,1.10791,1.10586,1.10688
2023-01-01 15:15:00,1.10688,1.10818,1.10615,1.10746
2023-01-01 15:30:00,1.10746,1.10928,1.10611,1.10793
2023-01-01 15:45:00,1.10793,1.10838,1.1069,1.10736
2023-01-01 16:00:00,1.10736,1.10816,1.10663,1.10743
2023-01-01 16:15:00,1.10743,1.1083,1.10669,1.10757
2023-01-01 16:30:00,1.10757,1.10819,1.10637,1.10699
2023-01-01 16:45:00,1.10699,1.10872,1.10555,1.10728
2023-01-01 17:00:00,1.10728,1.10776,1.10635,1.10683
2023-01-01 17:15:00,1.10683,1.10866,1.10577,1.1076
2023-01-01 17:30:00,1.1076,1.1086,1.10684,1.10784
2023-01-01 17:45:00,1.10784,1.10884,1.10703,1.10802
2023-01-01 18:00:00,1.10802,1.1088,1.10698,1.10775
2023-01-01 18:15:00,1.10775,1.10835,1.10719,1.10779
2023-01-01 18:30:00,1.10779,1.10827,1.1061,1.10658
2023-01-01 18:45:00,1.10658,1.10809,1.10445,1.10595
2023-01-01 19:00:00,1.10595,1.10663,1.10564,1.10631
2023-01-01 19:15:00,1.10631,1.10727,1.10406,1.10502
2023-01-01 19:30:00,1.10502,1.10662,1.1041,1.1057
2023-01-01 19:45:00,1.1057,1.1065,1.10386,1.10466
2023-01-01 20:00:00,1.10466,1.1057,1.10424,1.10528
2023-01-01 20:15:00,1.10528,1.10562,1.1045,1.10484
2023-01-01 20:30:00,1.10484,1.1064,1.10392,1.10548
2023-01-01 20:45:00,1.10548,1.10613,1.10503,1.10568
2023-01-01 21:00:00,1.10568,1.1061,1.10436,1.10478
2023-01-01 21:15:00,1.10478,1.10627,1.10425,1.10573
2023-01-01 21:30:00,1.10573,1.10714,1.10539,1.10681
2023-01-01 21:45:00,1.10681,1.1074,1.10629,1.10688
2023-01-01 22:00:00,1.10688,1.10769,1.10601,1.10682
2023-01-01 22:15:00,1.10682,1.10764,1.10601,1.10683
2023-01-01 22:30:00,1.10683,1.10742,1.10572,1.10631
2023-01-01 22:45:00,1.10631,1.10848,1.10499,1.10716
2023-01-01 23:00:00,1.10716,1.1079,1.10617,1.10691
2023-01-01 23:15:00,1.10691,1.10751,1.10641,1.107
2023-01-01 23:30:00,1.107,1.10875,1.10484,1.10659
2023-01-01 23:45:00,1.10659,1.10714,1.10575,1.1063
2023-01-02 00:00:00,1.1063,1.1069,1.10496,1.10557
2023-01-02 00:15:00,1.10557,1.10712,1.10497,1.10652
2023-01-02 00:30:00,1.10652,1.10747,1.10559,1.10654
2023-01-02 00:45:00,1.10654,1.10869,1.10515,1.1073
2023-01-02 01:00:00,1.1073,1.1086,1.10613,1.10743
2023-01-02 01:15:00,1.10743,1.10785,1.10667,1.10709
2023-01-02 01:30:00,1.10709,1.10822,1.10586,1.10699
2023-01-02 01:45:00,1.10699,1.1081,1.10562,1.10674
2023-01-02 02:00:00,1.10674,1.1078,1.1058,1.10686
2023-01-02 02:15:00,1.10686,1.10881,1.10479,1.10673
2023-01-02 02:30:00,1.10673,1.10756,1.10583,1.10665
2023-01-02 02:45:00,1.10665,1.10707,1.10543,1.10586
2023-01-02 03:00:00,1.10586,1.10678,1.10452,1.10544
2023-01-02 03:15:00,1.10544,1.10704,1.10506,1.10666
2023-01-02 03:30:00,1.10666,1.10771,1.10528,1.10633
2023-01-02 03:45:00,1.10633,1.10666,1.10542,1.10575
2023-01-02 04:00:00,1.10575,1.10708,1.10477,1.1061
2023-01-02 04:15:00,1.1061,1.10761,1.10563,1.10715
2023-01-02 04:30:00,1.10715,1.10757,1.10588,1.1063
2023-01-02 04:45:00,1.1063,1.10756,1.10502,1.10628
2023-01-02 05:00:00,1.10628,1.10709,1.10518,1.10598
2023-01-02 05:15:00,1.10598,1.1069,1.10402,1.10494
2023-01-02 05:30:00,1.10494,1.10599,1.10449,1.10554
2023-01-02 05:45:00,1.10554,1.10611,1.10508,1.10565
2023-01-02 06:00:00,1.10565,1.10616,1.1053,1.10581
2023-01-02 06:15:00,1.10581,1.10622,1.10502,1.10543
2023-01-02 06:30:00,1.10543,1.10616,1.10513,1.10585
2023-01-02 06:45:00,1.10585,1.10659,1.10488,1.10562
2023-01-02 07:00:00,1.10562,1.10625,1.10501,1.10564
2023-01-02 07:15:00,1.10564,1.10624,1.10443,1.10502
2023-01-02 07:30:00,1.10502,1.10536,1.104,1.10434
2023-01-02 07:45:00,1.10434,1.10631,1.10337,1.10534
2023-01-02 08:00:00,1.10534,1.10604,1.10443,1.10513
2023-01-02 08:15:00,1.10513,1.10613,1.10444,1.10544
2023-01-02 08:30:00,1.10544,1.10584,1.10513,1.10554
2023-01-02 08:45:00,1.10554,1.10597,1.10493,1.10536
2023-01-02 09:00:00,1.10536,1.10574,1.10476,1.10514
2023-01-02 09:15:00,1.10514,1.10635,1.10448,1.10568
2023-01-02 09:30:00,1.10568,1.10602,1.10526,1.1056
2023-01-02 09:45:00,1.1056,1.10672,1.10451,1.10562
2023-01-02 10:00:00,1.10562,1.10776,1.10362,1.10575
2023-01-02 10:15:00,1.10575,1.10696,1.10545,1.10665
2023-01-02 10:30:00,1.10665,1.10849,1.10539,1.10723
2023-01-02 10:45:00,1.10723,1.10844,1.10638,1.1076
2023-01-02 11:00:00,1.1076,1.1086,1.10635,1.10735
2023-01-02 11:15:00,1.10735,1.10805,1.10585,1.10655
2023-01-02 11:30:00,1.10655,1.1083,1.10554,1.1073
2023-01-02 11:45:00,1.1073,1.10855,1.10681,1.10806
2023-01-02 12:00:00,1.10806,1.10866,1.10749,1.10809
2023-01-02 12:15:00,1.10809,1.10959,1.10706,1.10857
2023-01-02 12:30:00,1.10857,1.11043,1.10734,1.1092
2023-01-02 12:45:00,1.1092,1.11047,1.10861,1.10988
2023-01-02 13:00:00,1.10988,1.11116,1.10933,1.11061
2023-01-02 13:15:00,1.11061,1.11139,1.10965,1.11043
2023-01-02 13:30:00,1.11043,1.11297,1.10901,1.11156
2023-01-02 13:45:00,1.11156,1.11204,1.11037,1.11085
2023-01-02 14:00:00,1.11085,1.11203,1.11036,1.11154
2023-01-02 14:15:00,1.11154,1.11235,1.11118,1.11199
2023-01-02 14:30:00,1.11199,1.11307,1.11161,1.11269
2023-01-02 14:45:00,1.11269,1.11457,1.1122,1.11407
2023-01-02 15:00:00,1.11407,1.11601,1.11325,1.11518
2023-01-02 15:15:00,1.11518,1.11669,1.11303,1.11454
2023-01-02 15:30:00,1.11454,1.11594,1.11212,1.11353
2023-01-02 15:45:00,1.11353,1.11466,1.11307,1.11419
2023-01-02 16:00:00,1.11419,1.11477,1.11306,1.11364
2023-01-02 16:15:00,1.11364,1.11415,1.11324,1.11375
2023-01-02 16:30:00,1.11375,1.1153,1.11288,1.11443
2023-01-02 16:45:00,1.11443,1.11484,1.11305,1.11345
2023-01-02 17:00:00,1.11345,1.11402,1.11159,1.11216
2023-01-02 17:15:00,1.11216,1.11339,1.11123,1.11246
2023-01-02 17:30:00,1.11246,1.11293,1.11214,1.11261
2023-01-02 17:45:00,1.11261,1.11315,1.11202,1.11256
2023-01-02 18:00:00,1.11256,1.11333,1.11194,1.11271
2023-01-02 18:15:00,1.11271,1.11342,1.11154,1.11225
2023-01-02 18:30:00,1.11225,1.11319,1.11043,1.11136
2023-01-02 18:45:00,1.11136,1.11194,1.1108,1.11137
2023-01-02 19:00:00,1.11137,1.11204,1.11018,1.11085
2023-01-02 19:15:00,1.11085,1.1114,1.10931,1.10987
2023-01-02 19:30:00,1.10987,1.11067,1.10953,1.11033
2023-01-02 19:45:00,1.11033,1.11085,1.10988,1.11041
2023-01-02 20:00:00,1.11041,1.11168,1.10952,1.1108
2023-01-02 20:15:00,1.1108,1.11156,1.10949,1.11026
2023-01-02 20:30:00,1.11026,1.11107,1.10913,1.10994
2023-01-02 20:45:00,1.10994,1.11034,1.10899,1.10939
2023-01-02 21:00:00,1.10939,1.11014,1.10818,1.10892
2023-01-02 21:15:00,1.10892,1.11012,1.10798,1.10917
2023-01-02 21:30:00,1.10917,1.10978,1.10817,1.10877
2023-01-02 21:45:00,1.10877,1.10948,1.10842,1.10913
2023-01-02 22:00:00,1.10913,1.11075,1.10786,1.10948
2023-01-02 22:15:00,1.10948,1.11258,1.10784,1.11094
2023-01-02 22:30:00,1.11094,1.11177,1.10931,1.11014
2023-01-02 22:45:00,1.11014,1.11155,1.10943,1.11085
2023-01-02 23:00:00,1.11085,1.11214,1.10961,1.11091
2023-01-02 23:15:00,1.11091,1.11239,1.10954,1.11102
2023-01-02 23:30:00,1.11102,1.11163,1.10956,1.11017
2023-01-02 23:45:00,1.11017,1.11096,1.1092,1.10999
2023-01-03 00:00:00,1.10999,1.11191,1.10867,1.1106
2023-01-03 00:15:00,1.1106,1.11235,1.10892,1.11067
2023-01-03 00:30:00,1.11067,1.11124,1.11027,1.11084
2023-01-03 00:45:00,1.11084,1.11134,1.11027,1.11077
2023-01-03 01:00:00,1.11077,1.11235,1.11007,1.11166
2023-01-03 01:15:00,1.11166,1.11253,1.11089,1.11176
2023-01-03 01:30:00,1.11176,1.113,1.10917,1.11041
2023-01-03 01:45:00,1.11041,1.11165,1.10884,1.11007
2023-01-03 02:00:00,1.11007,1.11117,1.10779,1.10888
2023-01-03 02:15:00,1.10888,1.10928,1.10645,1.10684
2023-01-03 02:30:00,1.10684,1.10761,1.10584,1.10661
2023-01-03 02:45:00,1.10661,1.10875,1.10548,1.10761
2023-01-03 03:00:00,1.10761,1.10904,1.10634,1.10776
2023-01-03 03:15:00,1.10776,1.10852,1.10635,1.10711
2023-01-03 03:30:00,1.10711,1.10753,1.10617,1.1066
2023-01-03 03:45:00,1.1066,1.10809,1.10598,1.10747
2023-01-03 04:00:00,1.10747,1.10858,1.10659,1.1077
2023-01-03 04:15:00,1.1077,1.10834,1.10721,1.10785
2023-01-03 04:30:00,1.10785,1.10953,1.10625,1.10793
2023-01-03 04:45:00,1.10793,1.10868,1.10733,1.10808
2023-01-03 05:00:00,1.10808,1.10912,1.10769,1.10873
2023-01-03 05:15:00,1.10873,1.11001,1.10794,1.10922
2023-01-03 05:30:00,1.10922,1.10999,1.10871,1.10948
2023-01-03 05:45:00,1.10948,1.10998,1.10841,1.10891
2023-01-03 06:00:00,1.10891,1.10997,1.10831,1.10937
2023-01-03 06:15:00,1.10937,1.11007,1.10833,1.10903
2023-01-03 06:30:00,1.10903,1.11088,1.10804,1.10988
2023-01-03 06:45:00,1.10988,1.11053,1.1085,1.10915
2023-01-03 07:00:00,1.10915,1.11043,1.10791,1.10918
2023-01-03 07:15:00,1.10918,1.1098,1.10868,1.1093
2023-01-03 07:30:00,1.1093,1.11057,1.10726,1.10854
2023-01-03 07:45:00,1.10854,1.11131,1.10702,1.1098
2023-01-03 08:00:00,1.1098,1.11219,1.10851,1.11089
2023-01-03 08:15:00,1.11089,1.11183,1.10977,1.11071
2023-01-03 08:30:00,1.11071,1.11179,1.11025,1.11134
2023-01-03 08:45:00,1.11134,1.11239,1.11066,1.11171
2023-01-03 09:00:00,1.11171,1.11272,1.10908,1.11009
2023-01-03 09:15:00,1.11009,1.11076,1.10971,1.11038
2023-01-03 09:30:00,1.11038,1.11106,1.10977,1.11046
2023-01-03 09:45:00,1.11046,1.11139,1.1097,1.11063
2023-01-03 10:00:00,1.11063,1.11154,1.10912,1.11003
2023-01-03 10:15:00,1.11003,1.11084,1.10917,1.10997
2023-01-03 10:30:00,1.10997,1.11031,1.10964,1.10998
2023-01-03 10:45:00,1.10998,1.11225,1.10861,1.11089
2023-01-03 11:00:00,1.11089,1.11195,1.11017,1.11123
2023-01-03 11:15:00,1.11123,1.11192,1.11066,1.11135
2023-01-03 11:30:00,1.11135,1.11308,1.11075,1.11249
2023-01-03 11:45:00,1.11249,1.11308,1.11164,1.11224
2023-01-03 12:00:00,1.11224,1.11298,1.11135,1.1121
2023-01-03 12:15:00,1.1121,1.11247,1.11063,1.111
2023-01-03 12:30:00,1.111,1.11318,1.10999,1.11217
2023-01-03 12:45:00,1.11217,1.11471,1.1104,1.11293
2023-01-03 13:00:00,1.11293,1.11428,1.11232,1.11367
2023-01-03 13:15:00,1.11367,1.11481,1.11309,1.11423
2023-01-03 13:30:00,1.11423,1.11568,1.11298,1.11443
2023-01-03 13:45:00,1.11443,1.1158,1.11332,1.11469
2023-01-03 14:00:00,1.11469,1.11549,1.11385,1.11465
2023-01-03 14:15:00,1.11465,1.11561,1.11366,1.11463
2023-01-03 14:30:00,1.11463,1.1155,1.11392,1.11479
2023-01-03 14:45:00,1.11479,1.11654,1.11416,1.11592
2023-01-03 15:00:00,1.11592,1.11694,1.11539,1.11641
2023-01-03 15:15:00,1.11641,1.11705,1.11586,1.11649
2023-01-03 15:30:00,1.11649,1.11734,1.11537,1.11622
2023-01-03 15:45:00,1.11622,1.11667,1.11547,1.11592
2023-01-03 16:00:00,1.11592,1.11803,1.115,1.11711
2023-01-03 16:15:00,1.11711,1.11804,1.11665,1.11757
2023-01-03 16:30:00,1.11757,1.11938,1.11593,1.11774
2023-01-03 16:45:00,1.11774,1.1184,1.11697,1.11763
2023-01-03 17:00:00,1.11763,1.11793,1.1167,1.11701
2023-01-03 17:15:00,1.11701,1.11796,1.11613,1.11708
2023-01-03 17:30:00,1.11708,1.11889,1.11598,1.11779
2023-01-03 17:45:00,1.11779,1.11916,1.11627,1.11765
2023-01-03 18:00:00,1.11765,1.11903,1.11623,1.11761
2023-01-03 18:15:00,1.11761,1.11832,1.11688,1.11759
2023-01-03 18:30:00,1.11759,1.11899,1.11638,1.11778
2023-01-03 18:45:00,1.11778,1.11814,1.11648,1.11683
2023-01-03 19:00:00,1.11683,1.11796,1.11567,1.1168
2023-01-03 19:15:00,1.1168,1.11712,1.11602,1.11635
2023-01-03 19:30:00,1.11635,1.11752,1.11588,1.11706
2023-01-03 19:45:00,1.11706,1.11765,1.11607,1.11666
2023-01-03 20:00:00,1.11666,1.11807,1.11576,1.11717
2023-01-03 20:15:00,1.11717,1.11918,1.1163,1.11831
2023-01-03 20:30:00,1.11831,1.11887,1.11766,1.11822
2023-01-03 20:45:00,1.11822,1.11893,1.11723,1.11794
2023-01-03 21:00:00,1.11794,1.11868,1.11745,1.11819
2023-01-03 21:15:00,1.11819,1.1192,1.1173,1.11831
2023-01-03 21:30:00,1.11831,1.11921,1.11686,1.11776
2023-01-03 21:45:00,1.11776,1.11891,1.11705,1.11819
2023-01-03 22:00:00,1.11819,1.12041,1.11745,1.11967
2023-01-03 22:15:00,1.11967,1.1205,1.11879,1.11961
2023-01-03 22:30:00,1.11961,1.12075,1.11847,1.1196
2023-01-03 22:45:00,1.1196,1.12061,1.11801,1.11902
2023-01-03 23:00:00,1.11902,1.12061,1.11776,1.11935
2023-01-03 23:15:00,1.11935,1.11972,1.11828,1.11864
2023-01-03 23:30:00,1.11864,1.11945,1.1172,1.11802
2023-01-03 23:45:00,1.11802,1.12038,1.11663,1.11899
2023-01-04 00:00:00,1.11899,1.11934,1.11817,1.11851
2023-01-04 00:15:00,1.11851,1.1198,1.11806,1.11935
2023-01-04 00:30:00,1.11935,1.12163,1.11823,1.1205
2023-01-04 00:45:00,1.1205,1.12242,1.11888,1.1208
2023-01-04 01:00:00,1.1208,1.12173,1.12035,1.12129
2023-01-04 01:15:00,1.12129,1.1236,1.12041,1.12272
2023-01-04 01:30:00,1.12272,1.12361,1.12182,1.12271
2023-01-04 01:45:00,1.12271,1.12336,1.12179,1.12243
2023-01-04 02:00:00,1.12243,1.12329,1.12079,1.12164
2023-01-04 02:15:00,1.12164,1.12302,1.12042,1.12179
2023-01-04 02:30:00,1.12179,1.12346,1.12124,1.12291
2023-01-04 02:45:00,1.12291,1.12403,1.12256,1.12368
2023-01-04 03:00:00,1.12368,1.12419,1.12266,1.12317
2023-01-04 03:15:00,1.12317,1.12358,1.1223,1.12271
2023-01-04 03:30:00,1.12271,1.1234,1.1218,1.12249
2023-01-04 03:45:00,1.12249,1.12352,1.12178,1.12281
2023-01-04 04:00:00,1.12281,1.12383,1.12178,1.12279
2023-01-04 04:15:00,1.12279,1.12362,1.12224,1.12306
2023-01-04 04:30:00,1.12306,1.12454,1.1219,1.12338
2023-01-04 04:45:00,1.12338,1.12368,1.123,1.1233
2023-01-04 05:00:00,1.1233,1.12462,1.12208,1.12339
2023-01-04 05:15:00,1.12339,1.12437,1.12268,1.12366
2023-01-04 05:30:00,1.12366,1.12472,1.12265,1.12372
2023-01-04 05:45:00,1.12372,1.12583,1.12207,1.12418
2023-01-04 06:00:00,1.12418,1.12606,1.12369,1.12557
2023-01-04 06:15:00,1.12557,1.12706,1.1246,1.12609
2023-01-04 06:30:00,1.12609,1.12698,1.12535,1.12625
2023-01-04 06:45:00,1.12625,1.12792,1.12355,1.12523
2023-01-04 07:00:00,1.12523,1.12636,1.12448,1.12561
2023-01-04 07:15:00,1.12561,1.12679,1.12324,1.12442
2023-01-04 07:30:00,1.12442,1.12513,1.12288,1.12359
2023-01-04 07:45:00,1.12359,1.12545,1.12243,1.12429
2023-01-04 08:00:00,1.12429,1.12621,1.12296,1.12489
2023-01-04 08:15:00,1.12489,1.12568,1.12411,1.12491
2023-01-04 08:30:00,1.12491,1.12527,1.12351,1.12387
2023-01-04 08:45:00,1.12387,1.12456,1.12306,1.12375
2023-01-04 09:00:00,1.12375,1.12426,1.1229,1.12341
2023-01-04 09:15:00,1.12341,1.12464,1.12273,1.12396
2023-01-04 09:30:00,1.12396,1.12709,1.12248,1.12561
2023-01-04 09:45:00,1.12561,1.12662,1.12486,1.12587
2023-01-04 10:00:00,1.12587,1.12659,1.12475,1.12547
2023-01-04 10:15:00,1.12547,1.1264,1.12387,1.1248
2023-01-04 10:30:00,1.1248,1.12601,1.12367,1.12488
2023-01-04 10:45:00,1.12488,1.1253,1.12447,1.12489
2023-01-04 11:00:00,1.12489,1.1257,1.12342,1.12423
2023-01-04 11:15:00,1.12423,1.12507,1.12359,1.12443
2023-01-04 11:30:00,1.12443,1.12492,1.12328,1.12378
2023-01-04 11:45:00,1.12378,1.12556,1.12286,1.12465
2023-01-04 12:00:00,1.12465,1.12605,1.12408,1.12549
2023-01-04 12:15:00,1.12549,1.12706,1.12476,1.12634
2023-01-04 12:30:00,1.12634,1.12785,1.12463,1.12614
2023-01-04 12:45:00,1.12614,1.1276,1.12515,1.12661
2023-01-04 13:00:00,1.12661,1.12734,1.12591,1.12664
2023-01-04 13:15:00,1.12664,1.12873,1.12441,1.1265
2023-01-04 13:30:00,1.1265,1.12758,1.12531,1.12639
2023-01-04 13:45:00,1.12639,1.12735,1.12468,1.12564
2023-01-04 14:00:00,1.12564,1.12611,1.12432,1.12478
2023-01-04 14:15:00,1.12478,1.12599,1.12423,1.12544
2023-01-04 14:30:00,1.12544,1.12618,1.1247,1.12543
2023-01-04 14:45:00,1.12543,1.12602,1.12512,1.1257
2023-01-04 15:00:00,1.1257,1.12779,1.12441,1.1265
2023-01-04 15:15:00,1.1265,1.12701,1.12494,1.12545
2023-01-04 15:30:00,1.12545,1.12626,1.12424,1.12504
2023-01-04 15:45:00,1.12504,1.12653,1.1238,1.12528
2023-01-04 16:00:00,1.12528,1.1261,1.12485,1.12567
2023-01-04 16:15:00,1.12567,1.12616,1.12505,1.12554
2023-01-04 16:30:00,1.12554,1.12689,1.125,1.12635
2023-01-04 16:45:00,1.12635,1.12755,1.12543,1.12662
2023-01-04 17:00:00,1.12662,1.12718,1.12536,1.12592
2023-01-04 17:15:00,1.12592,1.1267,1.12463,1.12541
2023-01-04 17:30:00,1.12541,1.12656,1.12493,1.12608
2023-01-04 17:45:00,1.12608,1.12736,1.12523,1.12651
2023-01-04 18:00:00,1.12651,1.12727,1.12459,1.12535
2023-01-04 18:15:00,1.12535,1.12751,1.12422,1.12638
2023-01-04 18:30:00,1.12638,1.12748,1.12581,1.12691
2023-01-04 18:45:00,1.12691,1.12843,1.12642,1.12794
2023-01-04 19:00:00,1.12794,1.12878,1.12696,1.1278
2023-01-04 19:15:00,1.1278,1.12812,1.1274,1.12772
2023-01-04 19:30:00,1.12772,1.12844,1.12637,1.12708
2023-01-04 19:45:00,1.12708,1.12952,1.12649,1.12892
2023-01-04 20:00:00,1.12892,1.12987,1.12798,1.12893
2023-01-04 20:15:00,1.12893,1.13102,1.12803,1.13012
2023-01-04 20:30:00,1.13012,1.13079,1.12914,1.12981
2023-01-04 20:45:00,1.12981,1.13066,1.12919,1.13004
2023-01-04 21:00:00,1.13004,1.13097,1.1281,1.12903
2023-01-04 21:15:00,1.12903,1.13009,1.12783,1.12889
2023-01-04 21:30:00,1.12889,1.13004,1.12853,1.12968
2023-01-04 21:45:00,1.12968,1.13036,1.12827,1.12895
2023-01-04 22:00:00,1.12895,1.13096,1.1278,1.1298
2023-01-04 22:15:00,1.1298,1.13058,1.12938,1.13015
2023-01-04 22:30:00,1.13015,1.13071,1.12901,1.12957
2023-01-04 22:45:00,1.12957,1.13032,1.12859,1.12935
2023-01-04 23:00:00,1.12935,1.12966,1.12885,1.12916
2023-01-04 23:15:00,1.12916,1.12986,1.12855,1.12925
2023-01-04 23:30:00,1.12925,1.13044,1.12782,1.12901
2023-01-04 23:45:00,1.12901,1.1297,1.12787,1.12857
2023-01-05 00:00:00,1.12857,1.12987,1.12718,1.12848
2023-01-05 00:15:00,1.12848,1.12945,1.12695,1.12791
2023-01-05 00:30:00,1.12791,1.12865,1.12643,1.12716
2023-01-05 00:45:00,1.12716,1.1276,1.12681,1.12725
2023-01-05 01:00:00,1.12725,1.12894,1.12627,1.12797
2023-01-05 01:15:00,1.12797,1.12866,1.12636,1.12706
2023-01-05 01:30:00,1.12706,1.1275,1.12674,1.12718
2023-01-05 01:45:00,1.12718,1.12786,1.12619,1.12686
2023-01-05 02:00:00,1.12686,1.1272,1.12599,1.12632
2023-01-05 02:15:00,1.12632,1.12776,1.12558,1.12702
2023-01-05 02:30:00,1.12702,1.12795,1.12587,1.12679
2023-01-05 02:45:00,1.12679,1.12862,1.1261,1.12793
2023-01-05 03:00:00,1.12793,1.12897,1.12648,1.12752
2023-01-05 03:15:00,1.12752,1.1284,1.12702,1.12791
2023-01-05 03:30:00,1.12791,1.12845,1.12733,1.12787
2023-01-05 03:45:00,1.12787,1.12897,1.12639,1.12749
2023-01-05 04:00:00,1.12749,1.12883,1.12666,1.12801
2023-01-05 04:15:00,1.12801,1.12855,1.12748,1.12802
2023-01-05 04:30:00,1.12802,1.12955,1.12703,1.12855
2023-01-05 04:45:00,1.12855,1.12962,1.12758,1.12864
2023-01-05 05:00:00,1.12864,1.12907,1.1276,1.12803
2023-01-05 05:15:00,1.12803,1.12868,1.12743,1.12808
2023-01-05 05:30:00,1.12808,1.12955,1.12677,1.12824
2023-01-05 05:45:00,1.12824,1.12944,1.12781,1.12901
2023-01-05 06:00:00,1.12901,1.12988,1.12765,1.12852
2023-01-05 06:15:00,1.12852,1.12911,1.12802,1.12861
2023-01-05 06:30:00,1.12861,1.12919,1.12699,1.12757
2023-01-05 06:45:00,1.12757,1.12879,1.12691,1.12813
2023-01-05 07:00:00,1.12813,1.12919,1.12646,1.12752
2023-01-05 07:15:00,1.12752,1.12783,1.12612,1.12642
2023-01-05 07:30:00,1.12642,1.12714,1.12579,1.1265
2023-01-05 07:45:00,1.1265,1.12816,1.12572,1.12737
2023-01-05 08:00:00,1.12737,1.12819,1.12565,1.12646
2023-01-05 08:15:00,1.12646,1.12689,1.12543,1.12585
2023-01-05 08:30:00,1.12585,1.12623,1.12509,1.12547
2023-01-05 08:45:00,1.12547,1.12593,1.12437,1.12483
2023-01-05 09:00:00,1.12483,1.12561,1.12443,1.12521
2023-01-05 09:15:00,1.12521,1.12562,1.12437,1.12478
2023-01-05 09:30:00,1.12478,1.12566,1.12354,1.12442
2023-01-05 09:45:00,1.12442,1.12565,1.1237,1.12493
